tweet,sentiment,clean_text,label_id
Sa2alet nafse ktir Hal so2al w b3ed ma l2it jaweb ,Neutral,saءalet nafse ktir hal soءal w bعed ma lءit jaweb,1
@hiba_lebanon mch kelon sara7a lea w chwe ma ktir #StaracArabia #StaracArabia,Neutral,mch kelon saraحa lea w chwe ma ktir,1
@RitaNakhoul1 roz 3a djej,Neutral,roz عa djej,1
@NadineKDe1 haha bass hayda bibatil esmo syem :p Ramadan Karim,Neutral,haha bass hayda bibatil esmo syem p ramadan karim,1
Chou ra2ykoun na3moul lyom trend 3a se3a 8pm time lebanon abeil ma tbalich l interview ta nachit l hashtag ??? #LeaMakhoulOnAlhurra #LeaMakhoulOnAlhurra,Neutral,chou raءykoun naعmoul lyom trend عa seعa غpm time lebanon abeil ma tbalich l interview ta nachit l hashtag,1
@YasminAbdi11 tayyib bi ma ennik l wa7ide li edra khabrina Lea chou 3am bet2oul ,Neutral,tayyib bi ma ennik l waحide li edra khabrina lea chou عam betءoul,1
@_Nikkiie_ ma hekkk,Neutral,ma hekkk,1
3am besma3a ktir hal kelme,Neutral,عam besmaعa ktir hal kelme,1
@JeanMarcMjbr referees rarely see it/give it. I know many players do it bass last year kel match y3al2o 3a skrtel w ya3mloula replays ktir,Neutral,referees rarely see it give it i know many players do it bass last year kel match yعalءo عa skrtel w yaعmloula replays ktir,1
Fi ktir tweets btekhod retweet w fi ktir tweets ma btekhod retweet,Neutral,fi ktir tweets btekhod retweet w fi ktir tweets ma btekhod retweet,1
@MoeJamul @judySpica aribe ktir,Neutral,aribe ktir,1
L ghada janerik,Neutral,l ghada janerik,1
@GhidaItani @Jyzelloo @jesuisjamal @MaritaFilijiber beirut mall bel da7yeh xhefteh chou bethebbneh jyz8,Neutral,beirut mall bel daحyeh xhefteh chou bethebbneh jyzغ,1
@SaharWho Ente ka mouhalile la bein chou ra2yik b salah,Neutral,ente ka mouhalile la bein chou raءyik b salah,1
Bonjour. 7ada 7as b lebnen?! ,Neutral,bonjour حada حas b lebnen,1
Chou ketib ? la2an 3emele block 🤣 ,Neutral,chou ketib laءan عemele block,1
Yaret lyom benzal beirut deghre wasil 3al cheghel mesh enno 😂 ,Neutral,yaret lyom benzal beirut deghre wasil عal cheghel mesh enno,1
@_Nikkiie_ fi mena dress kame ...,Neutral,fi mena dress kame,1
Mara ejet el assistant akalet ma3e khalina sekteen😂😂 ,Neutral,mara ejet el assistant akalet maعe khalina sekteen,1
Man fi 3alam sa2ato souwar l thawra 3al profile w let’s have a date b Riad l Soleh ,Neutral,man fi عalam saءato souwar l thawra عal profile w let s have a date b riad l soleh,1
@JoseeGeb ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss ! ,Neutral,ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss,1
"“@geagea14: ""@JoeGhanem_: @Mouawad11 min ahla benet mbaynee bel p m?☆"" hahahaha ma chef chaklo joe mnih l manna bl madrase^^” ktiiir helo!! ",Neutral,min ahla benet mbaynee bel p m hahahaha ma chef chaklo joe mnih l manna bl madrase ktiiir helo,1
Akhhhhh🤣🤣🤣🤣🤣 ,Neutral,akhhhhh,1
Aam faker aete l xs max la sahbe W jib l 11! Chou raeykn? ,Neutral,aam faker aete l xs max la sahbe w jib l 11 chou raeykn,1
“@LesleyNasr1: “@NayAttieh: shou fi shi aham mnel akel bhal hayet? mashi””,Neutral,shou fi shi aham mnel akel bhal hayet mashi,1
@MayaEMansour because muscle cars fyon ktir ahsne,Neutral,because muscle cars fyon ktir ahsne,1
@unspokenlouve chou gaelle ma chta2tile lama kenet 3asbik bl saff?,Neutral,chou gaelle ma chtaءtile lama kenet عasbik bl saff,1
@MelodieTamer @AnisTabet23 hayda li elon chi 100 sene b 3amro fi ?,Neutral,hayda li elon chi 100 sene b عamro fi,1
@hazoon2014 ahhhh 3ayleh kbireh l quba chou bye2rabkoun che guevara ?,Neutral,ahhhh عayleh kbireh l quba chou byeءrabkoun che guevara,1
Lei fi dentifrice 3ena bel jem3a ? #closeup #closeup,Neutral,lei fi dentifrice عena bel jemعa,1
2ah ma fi akel 😂 ,Neutral,ءah ma fi akel,1
La ta3lik ahsan ma et3ala2 😄🤣 ,Neutral,la taعlik ahsan ma etعalaء,1
@YaraWithGlasses @AnisTabet23 beirut rock festival rou7 ya! Bas eno 3ade cava,Neutral,beirut rock festival rouح ya bas eno عade cava,1
@Anthonyrr2 lek ktir mabsout bel quote tweet?,Neutral,lek ktir mabsout bel quote tweet,1
Akid mesh Ana ma hayk!!!😜😜 ,Neutral,akid mesh ana ma hayk,1
Deyman l banet b kun bedon yelebso “chi top mahdoume” 3al sahra bas wala mara mna3ref aya top aw eza hata 3ena wehde mahdoume ,Neutral,deyman l banet b kun bedon yelebso chi top mahdoume عal sahra bas wala mara mnaعref aya top aw eza hata عena wehde mahdoume,1
@KarimFirikh hahahaah le72a hala2 ktir 3l dares :p,Neutral,hahahaah leحءa halaء ktir عl dares p,1
@Charbelonsky machi..kif eza cherbene,Neutral,machi kif eza cherbene,1
@TheFunnyRed @Eghaoui muntadhar al zaidi sar e3id bi beirut ,Neutral,muntadhar al zaidi sar eعid bi beirut,1
😂😂😂😂😂😂 Ma heyk !? 🥰 ,Neutral,ma heyk,1
Houwe erslen eza chefne ma mna3rfo badna na3ref ebno ? ,Neutral,houwe erslen eza chefne ma mnaعrfo badna naعref ebno,1
Beirut le meshye? Beirut le 3alam 3eyshe 3ade ana le wsolt 3a my work be 20 minutes? ,Neutral,beirut le meshye beirut le عalam عeyshe عade ana le wsolt عa my work be 20 minutes,1
men 3almo yfut aal hamem men tofolto ,Neutral,men عalmo yfut aal hamem men tofolto,1
@ASaddCat Mafikun tkouno m3 l thawra w tkouno ma3 hayala hada,Neutral,mafikun tkouno mع l thawra w tkouno maع hayala hada,1
fi deal bel da2✋🏻 ,Neutral,fi deal bel daء,1
@najwakaram yaane ma fe clip kter helo?🌚 ,Neutral,yaane ma fe clip kter helo,1
@EidLarissa nzlo 3a Beirut ,Neutral,nzlo عa beirut,1
Leych betzkr heik shi bass neser shu heee ,Neutral,leych betzkr heik shi bass neser shu heee,1
Tayb tayb ma t3asbe 3layna Lmhm betshakarik ana 3l ma3loume:') ,Neutral,tayb tayb ma tعasbe عlayna lmhm betshakarik ana عl maعloume,1
Ana bekhod 3elbe 😂 ,Neutral,ana bekhod عelbe,1
Hayda esmo enabling harrassment. La eno howe ka rejjel 3ml hal tasarof sar it is ok la l rjel l tenyeen y2olo hal shi w 3atahon l space yetsarrafo hek ,Neutral,hayda esmo enabling harrassment la eno howe ka rejjel عml hal tasarof sar it is ok la l rjel l tenyeen yءolo hal shi w عatahon l space yetsarrafo hek,1
@pamelamoussa @mazen_issa kel shi bi wa2to Helo pamm :p ,Neutral,kel shi bi waءto helo pamm p,1
@jeanchedid19 ma ba3ref kl shi bwa2to helo :p ,Neutral,ma baعref kl shi bwaءto helo p,1
Men beirut ll day3a w men al day3a ll beirut ,Neutral,men beirut ll dayعa w men al dayعa ll beirut,1
mahekk ,Neutral,mahekk,1
@JoseeGeb ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss ! ,Neutral,ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss,1
Obama a2wa men Trump ,Neutral,obama aءwa men trump,1
Fi wa7deh ghtasaba wa7ad so tchakit 3leh so alla lzabit chou mouwasafeto aletlo -chab helo ktir -hemich -ktir chatir sex Rj3 ghtasaba lzabit ,Neutral,fi waحdeh ghtasaba waحad so tchakit عleh so alla lzabit chou mouwasafeto aletlo chab helo ktir hemich ktir chatir sex rjع ghtasaba lzabit,1
@MahdiAlwazwaz msh shway ktir,Neutral,msh shway ktir,1
@HelenaHajj chou esem el game ,Neutral,chou esem el game,1
@sallyhijazi sallly chou t3achayteh,Neutral,sallly chou tعachayteh,1
@Jay_Merhej hahaha eh ana ra7 e7daro hayda bas ana ma bshaji3 spain :p,Neutral,hahaha eh ana raح eحdaro hayda bas ana ma bshajiع spain p,1
@darkembracee shu bsewilik akel ?,Neutral,shu bsewilik akel,1
@gracehajjar chou ha tjibeh hdiyeh la bayik 3a 3id l2ab,Neutral,chou ha tjibeh hdiyeh la bayik عa عid lءab,1
Mn wen ejo hal followers ,Neutral,mn wen ejo hal followers,1
@Alaaaaz inno hayda Huwe El islem. ,Neutral,inno hayda huwe el islem,1
ha bentik bel soura? fakarta rejjel ,Neutral,ha bentik bel soura fakarta rejjel,1
@MichelleChekie chu helo bs lwahad yfut l3ndk 3l profile btotla3 b khele2to soura panoramique la snenik :| ,Neutral,chu helo bs lwahad yfut lعndk عl profile btotlaع b kheleءto soura panoramique la snenik,1
Fi wa7deh aletleh ana hableh Enno chou moumkin ella ?,Neutral,fi waحdeh aletleh ana hableh enno chou moumkin ella,1
@cherif_allam ehh biaarfoo bi dal y2ele eno hayda artak b jal el ba2dounisðŸŒ¿,Neutral,ehh biaarfoo bi dal yءele eno hayda artak b jal el baءdounisðÿœ,1
Hala2 ekhte saret tefham bel football,Neutral,halaء ekhte saret tefham bel football,1
Jarna ktir mpanas. ,Neutral,jarna ktir mpanas,1
@ROULANASR1 at the end its a matter of taste. Ana natarit shi ktir kbir. Saraha baddo ktir ba3id. Zakkarni b super star 1. ,Neutral,at the end its a matter of taste ana natarit shi ktir kbir saraha baddo ktir baعid zakkarni b super star 1,1
@JohnnySaikaly88 ana bheb rabi3 .. chloe bter2us helo bass ma bti2a:| ,Neutral,ana bheb rabiع chloe bterءus helo bass ma btiءa,1
feya bs hek shi helo w feya kter shi besh3 ðŸ¤£ w tanye ma btnsama3 abadan ,Neutral,feya bs hek shi helo w feya kter shi beshع ðÿ w tanye ma btnsamaع abadan,1
@jeanchedid19 @Miloz007 rodgers byel3ab 3 at the back. Bass mou style le3bo beche3 law ken 10 strikers ðŸ˜‚ ,Neutral,rodgers byelعab 3 at the back bass mou style leعbo becheع law ken 10 strikers ðÿ,1
@CarelSaliba bt2oule 3a bayrout w sob batroun,Neutral,btءoule عa bayrout w sob batroun,1
chou ossit l taouk w rayya l hassan ,Neutral,chou ossit l taouk w rayya l hassan,1
X: kif ken el concert b byblos? Y: yanni mish ktir helo! ,Neutral,x kif ken el concert b byblos y yanni mish ktir helo,1
@jamalfayad @RolaKhalifeh ouffff tab ana ma befham bel 3safir hol lal akel am chou ?,Neutral,ouffff tab ana ma befham bel عsafir hol lal akel am chou,1
Serna tnin ðŸ˜· ,Neutral,serna tnin ðÿ,1
sahh l nom ,Neutral,sahh l nom,1
3ande 20 GB download badde 5alleson bi 40 mins Chou btensa7o? ðŸ˜‚ðŸ˜‚ðŸ˜‚,Neutral,عande 20 gb download badde خalleson bi 40 mins chou btensaحo ðÿ ðÿ ðÿ,1
Hayda shaher 3111111 laaaaaaaaaaa ,Neutral,hayda shaher 3111111 laaaaaaaaaaa,1
yes wallah hderto kelo ðŸ˜” ,Neutral,yes wallah hderto kelo ðÿ,1
@AbbassAk93 basitaa btinzal beirutðŸ˜³ w ana sarle zamen ma ri7et cineðŸ˜­ ,Neutral,basitaa btinzal beirutðÿ ³ w ana sarle zamen ma riحet cineðÿ,1
Sa23a,Neutral,saءعa,1
Bas Hada Yfahemne Chou Ya3ne El Wahad Mhammal Albo Aktar Men Ta2to?! Chou Bye2sod El Hakim?!,Neutral,bas hada yfahemne chou yaعne el wahad mhammal albo aktar men taءto chou byeءsod el hakim,1
@SibemolY chou badak bel raj3a ,Neutral,chou badak bel rajعa,1
@goldbird60 rakd b rakd 8 to 6 at office...chou akhbarkon?,Neutral,rakd b rakd 8 to 6 at office chou akhbarkon,1
@LebaneseScouser @CarlaAkil besta3mlo ktir bs inno ma fhemit shu l ghalat fi:p,Neutral,bestaعmlo ktir bs inno ma fhemit shu l ghalat fi p,1
Hayda enfisam hbb don't worry,Neutral,hayda enfisam hbb don t worry,1
@picandhadth eza b beirut badna na3mil hal chi badna faw2 l 10000 7ayyi ,Neutral,eza b beirut badna naعmil hal chi badna fawء l 10000 حayyi,1
@FawazMay 3ade beirut w dares kamen hehe ,Neutral,عade beirut w dares kamen hehe,1
no one: my roommate: yi bas tokhlas hal thawra ha aamel shu shatfe w te3zile lal bet ,Neutral,no one my roommate yi bas tokhlas hal thawra ha aamel shu shatfe w teعzile lal bet,1
"Akid ana w zghir m2atash saf ""savoir dormir"" Bl garderie ",Neutral,akid ana w zghir mءatash saf savoir dormir bl garderie,1
@gchouchani khalas it's okay helo l wahad yet3allam lsabt !ðŸ˜­ðŸ˜­ haha goodluck x ,Neutral,khalas it s okay helo l wahad yetعallam lsabt ðÿ ðÿ haha goodluck x,1
@lamaturk kifikkkkk ??? Kif ken nharik chou 3melteh,Neutral,kifikkkkk kif ken nharik chou عmelteh,1
Jarrabet ,Neutral,jarrabet,1
fina ndal bel takhet ?,Neutral,fina ndal bel takhet,1
@fromfreeway2 hayda el we2e3 shou ba3mol,Neutral,hayda el weءeع shou baعmol,1
@NourH92 ma ana bass la2an ken liverpoolðŸ˜¢ ,Neutral,ma ana bass laءan ken liverpoolðÿ,1
@sanatarabay ahh fakartek b Beirut ,Neutral,ahh fakartek b beirut,1
@MShamsldeen ma3 eno mbere7 katabet ktir eshya,Neutral,maع eno mbereح katabet ktir eshya,1
@JCTohme hayda l chi helo? ðŸ˜• ,Neutral,hayda l chi helo ðÿ,1
Ken lezem sayef bel Ashrafieh sarahatan ,Neutral,ken lezem sayef bel ashrafieh sarahatan,1
"Najwa karam's new song: ""Ma geltelik ya yomma Batal Yeji 3alena.."" Chou asda tehdidan?",Neutral,najwa karam s new song ma geltelik ya yomma batal yeji عalena chou asda tehdidan,1
Eh probably tlemiz l jem3a l lebnenie ,Neutral,eh probably tlemiz l jemعa l lebnenie,1
@ZbZein @LFC ysorloðŸ˜” ya3ne ana ma3 barca abel ma koun liverpool w eza barca bterbah 100-0 lyom ma btefro2 ma3e ,Neutral,ysorloðÿ yaعne ana maع barca abel ma koun liverpool w eza barca bterbah 100 0 lyom ma btefroء maعe,1
@JanaMawed la hayda kirmal l match.... 3adi t3awadna....,Neutral,la hayda kirmal l match عadi tعawadna,1
@cherif_allam makhas 3am oul eno enta bedakhin ktir w carl sakarjeh w dod l marijuana,Neutral,makhas عam oul eno enta bedakhin ktir w carl sakarjeh w dod l marijuana,1
Ente shofi sho 3amel comment ta7et bta3erfe leh kateb hekðŸ˜‚ ,Neutral,ente shofi sho عamel comment taحet btaعerfe leh kateb hekðÿ,1
Fiye nacher ghassil 3a rmouchik,Neutral,fiye nacher ghassil عa rmouchik,1
@mozamnyoka chou ha Tizzzz,Neutral,chou ha tizzzz,1
@MikeHalwani @YaraDidntFly @WhatsppBrasil @GioDelSpears hahahaha kazam ya3ne asir ktir,Neutral,hahahaha kazam yaعne asir ktir,1
@ItsMariaCosta hiye eza bada tredd bet redd. Bs mech 3erfe chou bada tehke la tehke,Neutral,hiye eza bada tredd bet redd bs mech عerfe chou bada tehke la tehke,1
@TracyRChalfoun Helo bs mech hal2ad bada. Khalas anw ha eskot ,Neutral,helo bs mech halءad bada khalas anw ha eskot,1
@MTVLebanonNews yeah eh w chou 3arafoun l mas2ouline enno bada tchatte ???,Neutral,yeah eh w chou عarafoun l masءouline enno bada tchatte,1
@IMAD_SL @elwasso halla2 @RabihAntoun leh mekhtefe? Hayda li b koun 3am yaamol 7alo 3am yeshteghil,Neutral,hallaء leh mekhtefe hayda li b koun عam yaamol حalo عam yeshteghil,1
I'm tipsy and I'm discussing politics with my mom...eno 3anajad samir geagea bedo yetrachah 3a intibkhabet ra2is l koumhoiriyeh ??,Neutral,i m tipsy and i m discussing politics with my mom eno عanajad samir geagea bedo yetrachah عa intibkhabet raءis l koumhoiriyeh,1
@ritasawaya3 Sara7a Iâ€™m not sure la min teb3a bas akid fi sabab. Ma kasaro ella Alfa Beirut Bank and UFA Insurance,Neutral,saraحa iâ m not sure la min tebعa bas akid fi sabab ma kasaro ella alfa beirut bank and ufa insurance,1
@M_Najdi92 eza mndal hek ktir mnihðŸ˜‚ðŸ˜­,Neutral,eza mndal hek ktir mnihðÿ ðÿ,1
@naghaam1399 lol ah chi helo ya3neh? ,Neutral,lol ah chi helo yaعneh,1
Chou ghalat bl vedio??? ,Neutral,chou ghalat bl vedio,1
Umm lei bank audi ma 3am b khaline eshab a2al men 100000ll? ,Neutral,umm lei bank audi ma عam b khaline eshab aءal men 100000ll,1
@ZiadOmran idk chou bade hot charet ,Neutral,idk chou bade hot charet,1
@sabeh_mohamad bass 5alas ma ba2a ya3te ktir,Neutral,bass خalas ma baءa yaعte ktir,1
Ktir Shob ðŸŒžðŸŒž,Neutral,ktir shob ðÿœžðÿœž,1
Oops fi hada ktir 3am bi ghallet,Neutral,oops fi hada ktir عam bi ghallet,1
@nnak27 la elik chou 3meltellik ?,Neutral,la elik chou عmeltellik,1
@tonyrizk_963 ah ok. Eh hek sah. Ana ma 3ande shi khasso bel classico. Kello khasso bel elman saraha. Thx god manne ktir 3emil following,Neutral,ah ok eh hek sah ana ma عande shi khasso bel classico kello khasso bel elman saraha thx god manne ktir عemil following,1
"3ala fekra fi ktir echya cheluwa mn l interview : haifa ghanit la ramy 3ayach ""mabrouk"" â€¦â€¦â€¦",Neutral,عala fekra fi ktir echya cheluwa mn l interview haifa ghanit la ramy عayach mabrouk â â â,1
@myriam_menhem lech btenbe3 ? ,Neutral,lech btenbeع,1
Tahitii staselmooo chou 3am tjarbo ta3mlo vs spain min 70 score 8-0 ,Neutral,tahitii staselmooo chou عam tjarbo taعmlo vs spain min 70 score 8 0,1
lebnen: thawra tweeps: thawra metzahrin: thawra kalb jarte: thawra ldebben l azra2: thawra salwa: leh mahada bado yeshtre ticket banks m&amp;g vip package after party + stripper ,Neutral,lebnen thawra tweeps thawra metzahrin thawra kalb jarte thawra ldebben l azraء thawra salwa leh mahada bado yeshtre ticket banks m amp g vip package after party stripper,1
Lyom rehet akalet khass b classic burger ,Neutral,lyom rehet akalet khass b classic burger,1
Rou2e rou2e tawle belik. Ma byeswa hal2ad toumou7. ,Neutral,rouءe rouءe tawle belik ma byeswa halءad toumouح,1
@in_israa 3am bi bawred tizo chou elik ma3o:p,Neutral,عam bi bawred tizo chou elik maعo p,1
Ktir class l metzahrin 3l mtv vs 3l new tv ðŸ˜‚ðŸ˜‚ ,Neutral,ktir class l metzahrin عl mtv vs عl new tv ðÿ ðÿ,1
Hole mch l 3awniye b mazraaet yachouu. Chou badkon bl hake they're the good guysðŸ˜‚ ,Neutral,hole mch l عawniye b mazraaet yachouu chou badkon bl hake they re the good guysðÿ,1
@bernardsafi hahahahaa ... Chou 3arafneee 3am beshrab may O.o,Neutral,hahahahaa chou عarafneee عam beshrab may o o,1
el sahar byeksor el jesem 3a fekra be careful ,Neutral,el sahar byeksor el jesem عa fekra be careful,1
Abadan bas fina na3mol l 3akes :p ,Neutral,abadan bas fina naعmol l عakes p,1
Mamiiii fi caccaaaa.. Kel marra ekhte bet fout 3al hemem,Neutral,mamiiii fi caccaaaa kel marra ekhte bet fout عal hemem,1
yii ya3mol group fared marra ahwanlo ,Neutral,yii yaعmol group fared marra ahwanlo,1
-Mama 3m tehdare hayda hakeh ? -eh  mahdum samer saadeh  bs law ma manno kateb -Oookk mama  good night ,Neutral,mama عm tehdare hayda hakeh eh mahdum samer saadeh bs law ma manno kateb oookk mama good night,1
@AliKaraki91 eno mn bab l maze7..bs ktir lal 6,Neutral,eno mn bab l mazeح bs ktir lal 6,1
@NaNo2248 bukra byetla3o Chou 2arra3 ðŸ˜‚ðŸ˜‚ðŸ˜‚,Neutral,bukra byetlaعo chou ءarraع ðÿ ðÿ ðÿ,1
@_Nikkiie_ @danielmardinian bas bedo b kun sari3 ðŸ‘€,Neutral,bas bedo b kun sariع ðÿ,1
Meanwhile on FB: *soura 3a shmel l shajra* *soura 3a yamin l shajra* *Soura 3l ared wl shajra faw2e* *Soura ana w 3abta l mghara*,Neutral,meanwhile on fb soura عa shmel l shajra soura عa yamin l shajra soura عl ared wl shajra fawءe soura ana w عabta l mghara,1
Ya sadi2e akid ana ma3ak bi kel chi w be7terim ktir ra2yak w kelna ka chabeb we2fit bs ma3 lebnen. Bs ya 3azizi fi chaghle msh mafhoume mn wa2et ma stalam ri2asit hezeb lkataeb w sta2elo mnel houkoume we2fo bl mou3arada w 3emlo kel chi bytla3 bi idon w hekyo w fa3alo. ,Neutral,ya sadiءe akid ana maعak bi kel chi w beحterim ktir raءyak w kelna ka chabeb weءfit bs maع lebnen bs ya عazizi fi chaghle msh mafhoume mn waءet ma stalam riءasit hezeb lkataeb w staءelo mnel houkoume weءfo bl mouعarada w عemlo kel chi bytlaع bi idon w hekyo w faعalo,1
@maram_ps @NourAjram @loloalghazzawi @meme_ajram @ShOoDyRoSe @KubraAjram @NancyAjram as u like ma bdk ta3mle ente 7erra aked ,Neutral,as u like ma bdk taعmle ente حerra aked,1
Ok khalas le3eb la lyom ,Neutral,ok khalas leعeb la lyom,1
a3de ma3 a 15y/o 3am tehke 3an hayet l single ahla w kif fi ktir shabeb aam ysheko 3laya w kam relation saret feyte hal shahrenðŸ¤¦ðŸ»â€â™€ï¸ ,Neutral,aعde maع a 1خy o عam tehke عan hayet l single ahla w kif fi ktir shabeb aam ysheko عlaya w kam relation saret feyte hal shahrenðÿ ðÿ â â ï,1
@_VanillaH0neyy eh chou ba3mil ya3ne ,Neutral,eh chou baعmil yaعne,1
"@dominicabuhanna @Tareksoueid ba3ed wala marra chefto b "" men ahla byut ras beirut"" !! ",Neutral,baعed wala marra chefto b men ahla byut ras beirut,1
Aktar chakhes 3am yekoul msabet haliyan kasar record gebran bassil. .. . Mark zeckerburg ,Neutral,aktar chakhes عam yekoul msabet haliyan kasar record gebran bassil mark zeckerburg,1
Chou na2sak? ,Neutral,chou naءsak,1
Sar badda jardit following .. 3ende ktir jayye,Neutral,sar badda jardit following عende ktir jayye,1
Ab'3a akel big filler... Malet 3aleikom @kfcarabia,Neutral,ab عa akel big filler malet عaleikom,1
@yaraahitti la chou el CAPSLOCK 2e5ir chi ,Neutral,la chou el capslock ءeخir chi,1
@Stridak @AbedBanna1 2rit Esme Chou fi,Neutral,ءrit esme chou fi,1
@_Edyyyyy @BilalBeainy le chou be l gym?,Neutral,le chou be l gym,1
kif bade enzal aa beirut kaptin @AUB_Lebanon ,Neutral,kif bade enzal aa beirut kaptin,1
La2 hek betssir ktir t2ile ðŸ™…ðŸ»â€â™‚ï¸ ,Neutral,laء hek betssir ktir tءile ðÿ ðÿ â â ï,1
@Bayernoholic la2 w hasamuwa enno man city will win. 3andon halit Denial enno liverpool yerba7o anything. ,Neutral,laء w hasamuwa enno man city will win عandon halit denial enno liverpool yerbaحo anything,1
Tab chou bet tkhabrouna gher 3an l football?,Neutral,tab chou bet tkhabrouna gher عan l football,1
@miro_mattar @NowaraK Ba3du sar2lik soura ??,Neutral,baعdu sarءlik soura,1
ktir fatis ,Neutral,ktir fatis,1
@kevo_90 tsk 3ayb,Neutral,tsk عayb,1
@Hiba382 zaha2 w dares w akel w hekk u?,Neutral,zahaء w dares w akel w hekk u,1
@najwakaram: Li bi 7ebb l ghenniyyi bikoun 7abb Wl ma 7abb chi m3ayyan Hayda zaw2ou L fann zaw2 Ma Baddna n3alli2 3a chi plZ ðŸ˜˜,Neutral,li bi حebb l ghenniyyi bikoun حabb wl ma حabb chi mعayyan hayda zawءou l fann zawء ma baddna nعalliء عa chi plz ðÿ,1
@SevagDemerjian mesh ktir bass mesh ghalat ya3erfo 7ajmoun ;) bass shoufak bkhabrak :D,Neutral,mesh ktir bass mesh ghalat yaعerfo حajmoun bass shoufak bkhabrak d,1
@as3ad93 ad ma ken hbb min hayda lfari2 olympiakos men aya balad?fi shi le3eb bna3rfo?fi shi le3eb ma3rouf?,Neutral,ad ma ken hbb min hayda lfariء olympiakos men aya balad fi shi leعeb bnaعrfo fi shi leعeb maعrouf,1
@funzip @kevo_90 @VinceAoun @Zeina_Ghorayeb @rayanammar07 @mich_h bas btekol gher chi :o tsk tsk,Neutral,bas btekol gher chi o tsk tsk,1
Hahahah shkalon zekrton ktir d3ife they need a reminder. ,Neutral,hahahah shkalon zekrton ktir dعife they need a reminder,1
@2009Cici @ra7eeq_ma5toum 3M yetmaskharr  hayda ma3na ru2e:p,Neutral,عm yetmaskharr hayda maعna ruءe p,1
@Hammoud_91 kel shi bwa2to helo ok ? ,Neutral,kel shi bwaءto helo ok,1
@nathaliebh1 @farahnuruddin chou ken badik bhel chaghle :p enjoy ur summer ,Neutral,chou ken badik bhel chaghle p enjoy ur summer,1
#MissLebanon fi mustawa sa2efe hl sene fi #MissLebanon,Neutral,fi mustawa saءefe hl sene fi,1
Lamma el chab bi ghar bthess el mawdou3 cute w helo bas lamma el benet tghar bthes helak 3ala bweb harb 3elamier telte ,Neutral,lamma el chab bi ghar bthess el mawdouع cute w helo bas lamma el benet tghar bthes helak عala bweb harb عelamier telte,1
Hayda le3eb telet 3am ymout ,Neutral,hayda leعeb telet عam ymout,1
Lezim nekhod chokair 3and cremino ðŸ˜‚ ,Neutral,lezim nekhod chokair عand cremino ðÿ,1
Eno 3a chwei rah oum edros,Neutral,eno عa chwei rah oum edros,1
@NourH92 hayda el 3ayashen b7ad zeto:p,Neutral,hayda el عayashen bحad zeto p,1
@BousamraM Ahahahahha:p Ma ktir tchedd idak:p ,Neutral,ahahahahha p ma ktir tchedd idak p,1
lta2ess ktir kharej daresðŸ˜˜ ,Neutral,ltaءess ktir kharej daresðÿ,1
@nadinezeidane chou ya3neh face book dakhlik ???,Neutral,chou yaعneh face book dakhlik,1
rouh ya sabe3 ent ,Neutral,rouh ya sabeع ent,1
"Girls be like: ""Bhebo bs mch mabsouta ma3o la2ano ma 3m hebo metel ma ana bede w houwe ktir mrayahne bs ana mch merteha la2an ma bhebo..""",Neutral,girls be like bhebo bs mch mabsouta maعo laءano ma عm hebo metel ma ana bede w houwe ktir mrayahne bs ana mch merteha laءan ma bhebo,1
@cynthiaahaddad @MonitaJ1 @MonaZheiry @grumpy_cynthia 100% hayda l ma2soud...a7lamiyin al :p ,Neutral,100 hayda l maءsoud aحlamiyin al p,1
Houwe mafroud hek bas ente w nezle 3a beirut min el jabal byeje lon el 8youm a2rab la da5ne ðŸ¤£ ,Neutral,houwe mafroud hek bas ente w nezle عa beirut min el jabal byeje lon el غyoum aءrab la daخne ðÿ,1
@NTabiaat ktir awiyeh ente bl copy paste:p ,Neutral,ktir awiyeh ente bl copy paste p,1
Brother : chou fi chi 8alat Me : wjoudak b hayete ðŸ™„ðŸ¤¦ðŸ½â€â™‚ï¸ ,Neutral,brother chou fi chi غalat me wjoudak b hayete ðÿ ðÿ ðÿ ½â â ï,1
Hayda bi zabto gebran deghre Hayne ostoðŸ˜‚ðŸ˜‚ ,Neutral,hayda bi zabto gebran deghre hayne ostoðÿ ðÿ,1
@AbbasJIbrahim ðŸ˜‚ðŸ˜‚ðŸ˜‚ tal3a tal3eta ktir ,Neutral,ðÿ ðÿ ðÿ talعa talعeta ktir,1
@BilalBeainy chaklak mabsout fiyoun ktir:p,Neutral,chaklak mabsout fiyoun ktir p,1
@Gebran_Bassil Hahahahaha tammine dolaratak woslo?,Neutral,hahahahaha tammine dolaratak woslo,1
@Elio_Msann95 to chou ya kbirna,Neutral,to chou ya kbirna,1
shu fi shi jdid ma hene deymam hek :p ,Neutral,shu fi shi jdid ma hene deymam hek p,1
Literally lkel,Neutral,literally lkel,1
@hanadymatta @luccianafeghaly looooool lucciana 3eycheta ktir btw ma ba3refa bass men ltweet taba3a bhessa 3ayoucheh,Neutral,looooool lucciana عeycheta ktir btw ma baعrefa bass men ltweet tabaعa bhessa عayoucheh,1
